Payout Date,Consignor,,Issued By,Payout Type,Total Payout,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,Category,,
Yadadamean,$2.50,06-01-2025,15337,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-01-2025,15343,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-01-2025,15343,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Stay Hyphy,$2.50,06-01-2025,15343,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,$2.50,06-01-2025,15343,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-01-2025,15350,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Large,$35.00,06-01-2025,15359,75.00%,$35.00,,$26.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-01-2025,15360,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-02-2025,15372,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-03-2025,15379,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,$2.50,06-03-2025,15392,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,$2.50,06-03-2025,15392,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Unite In Solidarity,$2.50,06-04-2025,15406,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
If I Was The Streets - Postcard,$6.00,06-04-2025,15425,75.00%,$6.00,,$4.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
415,$2.50,06-05-2025,15435,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
California Poppy Love,$2.50,06-05-2025,15442,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-06-2025,15473,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-06-2025,15486,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Bruh,$2.50,06-08-2025,15550,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
You Feel Me,$2.50,06-09-2025,15580,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-09-2025,15583,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Large,$35.00,06-10-2025,15606,75.00%,$35.00,,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,,
Icy,$3.00,06-10-2025,15620,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
California Poppy Love,$2.50,06-10-2025,15620,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Thizz Face,$2.50,06-10-2025,15620,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Ride Or Die,$2.50,06-10-2025,15624,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,$2.50,06-11-2025,15637,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Ride Or Die,$2.50,06-12-2025,15673,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Rooted,$2.50,06-12-2025,15684,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay - Brown Tote,$15.00,06-13-2025,15695,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay - Black Tote,$15.00,06-13-2025,15695,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-13-2025,15697,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,$2.50,06-13-2025,15719,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-13-2025,15721,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,$12.00,06-14-2025,15731,75.00%,$12.00,,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-14-2025,15731,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-14-2025,15732,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-14-2025,15732,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Palm Tree,$2.50,06-14-2025,15737,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Unite In Solidarity,$2.50,06-15-2025,15782,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-16-2025,15812,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bruh,$2.50,06-16-2025,15813,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
If I Was The Streets - Postcard,$6.00,06-18-2025,15861,75.00%,$6.00,,$4.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,$2.00,06-18-2025,15870,75.00%,$2.00,,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Positive Vibes Only,$2.50,06-19-2025,15879,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Positive Vibes Only,$2.50,06-19-2025,15881,75.00%,$2.50,,-$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bruh,$2.50,06-19-2025,15881,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Get Out Of My Swamp,$15.00,06-20-2025,15922,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
Get Out Of My Swamp,$15.00,06-20-2025,15937,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-20-2025,15942,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Bruh,$2.50,06-20-2025,15951,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-20-2025,15958,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay - Black Tote,$15.00,06-20-2025,15964,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-21-2025,16039,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,$2.50,06-22-2025,16062,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Protect Your Balance,$3.00,06-23-2025,16112,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-23-2025,16136,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay -  Pink Tote,$15.00,06-24-2025,16140,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-24-2025,16140,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Icy,$3.00,06-24-2025,16140,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,$2.00,06-24-2025,16157,75.00%,$2.00,,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,$2.50,06-24-2025,16157,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Grown In The Bay,$2.50,06-24-2025,16157,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,$2.50,06-24-2025,16157,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,$3.00,06-25-2025,16170,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Respect or Expect,$3.00,06-26-2025,16205,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,$2.50,06-27-2025,16236,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay - Brown Tote,$15.00,06-27-2025,16238,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,,
Ride Or Die,$2.50,06-27-2025,16238,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
If I Was The Streets - Postcard,$6.00,06-28-2025,16272,75.00%,$6.00,,$4.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Small,$35.00,06-28-2025,16289,75.00%,$35.00,,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,,
Rooted,$2.50,06-28-2025,16293,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Grown In The Bay,$2.50,06-28-2025,16320,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
415,$2.50,06-28-2025,16320,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-28-2025,16320,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Hella,$2.50,06-29-2025,16325,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,$2.50,06-29-2025,16327,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,$3.00,06-30-2025,16378,75.00%,$3.00,,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Grown In The Bay,$2.50,06-30-2025,16384,75.00%,$2.50,,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$457.50,$5.79,79,$264.57,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Julia Baran - 02F,,Annie Zhou,Print List,$180.75,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
2000s vs floral print mini dress,$44.00,06-08-2025,15559,75.00%,$44.00,,$33.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
y2k no boundsries denim overall mini dress,$39.00,06-10-2025,15596,75.00%,$39.00,,$29.25,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
90s striped blue vneck sweater,$30.00,06-10-2025,15618,75.00%,$30.00,,$22.50,Sweaters,,,,,,,,,,,,,,,,,,,,,,,,
rock revival bootcut jeans size 28,$69.00,06-17-2025,15848,75.00%,$69.00,,$51.75,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
y2k white cami,$22.00,06-18-2025,15849,75.00%,$22.00,,$16.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
rock revival bootcut jeans size 27,$69.00,06-18-2025,15869,75.00%,$69.00,,$51.75,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
2000s coral halter midi cotton dress,$28.00,06-21-2025,16008,75.00%,$28.00,,$21.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
y2k blue rhinestone thermal zipup hoodie,$20.00,06-21-2025,16009,75.00%,$20.00,,$15.00,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,
true vintage babydoll tank,$32.00,06-21-2025,16024,75.00%,$32.00,,$24.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
denim zip up jacket,$45.00,06-21-2025,16051,75.00%,$45.00,,$33.75,Jackets,,,,,,,,,,,,,,,,,,,,,,,,
y2k rave beaded vneck tank,$30.00,06-23-2025,16118,75.00%,$30.00,,$22.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
las vegas graphic bling tee,$16.00,06-23-2025,16119,75.00%,$16.00,,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,
y2k angel beaded flower bootcut jeans,$68.00,06-24-2025,16164,75.00%,$68.00,,$51.00,Jeans ,,,,,,,,,,,,,,,,,,,,,,,,
90s banana republic tan floral silk midi skirt,$42.00,06-25-2025,16166,75.00%,$42.00,,$31.50,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
y2k hollister pink striped skirt,$20.00,06-25-2025,16168,75.00%,$20.00,,$15.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,
y2k plaid mesh blouse,$19.00,06-25-2025,16174,75.00%,$19.00,,$14.25,Blouses,,,,,,,,,,,,,,,,,,,,,,,,
y2k bcbg boho bead chain mini dress,$48.00,06-28-2025,16305,75.00%,$48.00,,$36.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$641.00,$37.71,17,$180.75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Kenza Alaoui - 01Y,,Annie Zhou,Print List,$394.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Flower Teardrops Earrings,$27.00,06-01-2025,15334,75.00%,$27.00,,$20.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Shell Dangle Earrings,$22.00,06-04-2025,15408,75.00%,$22.00,,$16.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Flower Rectangle Necklace,$32.00,06-07-2025,15518,75.00%,$32.00,,$24.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,$27.00,06-08-2025,15570,75.00%,$27.00,,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Moon Pearl Earrings,$32.00,06-09-2025,15576,75.00%,$32.00,,$24.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,$27.00,06-09-2025,15579,75.00%,$27.00,,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Yellow Daisy Necklace,$32.00,06-09-2025,15581,75.00%,$32.00,,$24.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Moon Shell Necklace,$32.00,06-09-2025,15581,75.00%,$32.00,,$24.00,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Dragonfruit & Blood Orange Round Earrings,$40.00,06-10-2025,15620,75.00%,$40.00,,$30.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Shell Dangle Earrings,$22.00,06-13-2025,15710,75.00%,$22.00,,$16.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Earring,$25.00,06-13-2025,15713,75.00%,$25.00,,$18.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Shell Charm Necklace,$45.00,06-18-2025,15863,75.00%,$45.00,,$33.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Charm Earrings Tier 2,$22.00,06-20-2025,15944,75.00%,$22.00,,$16.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Strawberry Earring,$25.00,06-20-2025,15949,75.00%,$25.00,,$18.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,$27.00,06-21-2025,16047,75.00%,$27.00,,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Peridot Gemstone Earrings,$35.00,06-22-2025,16073,75.00%,$35.00,,$26.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Veggie Necklace,$35.00,06-23-2025,16138,75.00%,$35.00,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
Lichen Square Earrings,$30.00,06-26-2025,16200,75.00%,$30.00,,$22.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Rice Flower Squares Earrings,$25.00,06-26-2025,16212,75.00%,$25.00,,$18.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Orange Quarters Earrings,$32.00,06-27-2025,16240,75.00%,$32.00,,$24.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
Orange Flower Studs,$32.00,06-28-2025,16290,75.00%,$32.00,,$24.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$626.00,$29.81,21,$394.50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Kira Wanderella - 041,,Annie Zhou,Print List,$103.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-01-2025,15350,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-07-2025,15510,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Art print by @Wanderellaco,$10.00,06-07-2025,15529,75.00%,$10.00,,$7.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-08-2025,15552,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-10-2025,15603,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-10-2025,15619,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-11-2025,15643,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Air Freshener by @wanderellaco,$8.00,06-11-2025,15643,75.00%,$8.00,,$6.00,Misc. Accessories,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-11-2025,15658,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-11-2025,15658,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-12-2025,15692,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-14-2025,15738,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-14-2025,15738,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-14-2025,15761,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-14-2025,15761,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-15-2025,15782,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-16-2025,15818,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-16-2025,15818,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-19-2025,15894,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-19-2025,15916,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-20-2025,15951,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-21-2025,16002,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-21-2025,16017,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-21-2025,16039,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-21-2025,16052,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-21-2025,16052,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Art print by @Wanderellaco,$10.00,06-22-2025,16061,75.00%,$10.00,,$7.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Art print by @Wanderellaco,$10.00,06-22-2025,16082,75.00%,$10.00,,$7.50,Prints,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-25-2025,16173,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-25-2025,16173,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-26-2025,16188,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-26-2025,16204,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-28-2025,16273,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-28-2025,16273,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-28-2025,16303,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-28-2025,16309,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-30-2025,16384,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-30-2025,16385,75.00%,$5.00,,-$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,$10.00,06-30-2025,16404,75.00%,$10.00,,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,$5.00,06-30-2025,16404,75.00%,$5.00,,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$248.00,$6.20,40,$103.50,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Lupita Ortiz - 042,,Annie Zhou,Print List,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
Guerrero,$12.00,06-02-2025,15369,75.00%,$12.00,,$9.00,Misc. Accessories,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,,,,$9.00,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Marie Montoya - 03D,,Annie Zhou,Print List,$517.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-01-2025,15353,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ6- New Earrings - $20,$20.00,06-04-2025,15426,75.00%,$20.00,,$15.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-04-2025,15428,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-06-2025,15471,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ6- New Earrings - $20,$20.00,06-06-2025,15489,75.00%,$20.00,,$15.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
AJ6- New Earrings - $20,$20.00,06-07-2025,15506,75.00%,$20.00,,$15.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-08-2025,15555,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-08-2025,15556,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-09-2025,15586,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-13-2025,15695,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-13-2025,15717,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-13-2025,15720,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ7-Bracelet- $10,$10.00,06-13-2025,15722,75.00%,$10.00,,$7.50,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-14-2025,15736,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-15-2025,15775,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-15-2025,15779,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
AJ2 - Bracelets - $25,$25.00,06-15-2025,15795,75.00%,$25.00,,$18.75,Bracelets,,,,,,,,,,,,,,,,,,,,,,,,
AJ1 - Necklaces - $25,$25.00,06-16-2025,15817,75.00%,$25.00,,$18.75,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,
