Payout Date,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,Category,,Categories,
Chinatown Graphic Shorts S,17815,$34.00,80.00%,$34.00,,08-01-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Bison T-shirt S,17849,$42.00,80.00%,$42.00,,08-02-2025,$33.60,Tees,,,,,,,,,,,,,,,,,,,,,,,
Vivienne Tam Crop top S,17856,$34.00,80.00%,$34.00,,08-02-2025,$27.20,Tees,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Graphic Shorts XL,18114,$34.00,80.00%,$34.00,,08-07-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  L,18117,$34.00,80.00%,$34.00,,08-07-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Vivienne Tam Crop top XL,18117,$34.00,80.00%,$34.00,,08-07-2025,$27.20,Tees,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  M,18117,$34.00,80.00%,$34.00,,08-07-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  M,18167,$34.00,80.00%,$34.00,,08-08-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Archive 2024 T-shirt XXL,18167,$42.00,80.00%,$42.00,,08-08-2025,$33.60,Tees,,,,,,,,,,,,,,,,,,,,,,,
Chinese Opera Mask Black shorts M,18169,$34.00,80.00%,$34.00,,08-08-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  L,18189,$34.00,80.00%,$34.00,,08-09-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Graphic Shorts L,18263,$34.00,80.00%,$34.00,,08-10-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Tintin x Chinatown White Mesh shorts  M,18502,$34.00,80.00%,$34.00,,08-16-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Airlines Jersey S,18578,$55.00,80.00%,$55.00,,08-17-2025,$44.00,Athleticwear,,,,,,,,,,,,,,,,,,,,,,,
Blue Sky Bison T-shirt XL,18578,$42.00,80.00%,$42.00,,08-17-2025,$33.60,Tees,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Graphic Shorts L,18578,$34.00,80.00%,$34.00,,08-17-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinese Opera Mask Black shorts S,18679,$34.00,80.00%,$34.00,,08-20-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Curiosities Beige shirt XL,18686,$42.00,80.00%,$42.00,,08-20-2025,$33.60,Tees,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Airlines Jersey M,18694,$55.00,80.00%,$55.00,,08-20-2025,$44.00,Athleticwear,,,,,,,,,,,,,,,,,,,,,,,
Tintin x chinatown white mesh shorts S,18740,$34.00,80.00%,$34.00,,08-22-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Motorsport Jersey L,19039,$68.00,80.00%,$68.00,,08-30-2025,$54.40,Athleticwear,,,,,,,,,,,,,,,,,,,,,,,
Chinatown Graphic Shorts S,19041,$34.00,80.00%,$34.00,,08-30-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
Santos Neymar T-shirt L,19068,$38.00,80.00%,$38.00,,08-30-2025,$30.40,Tees,,,,,,,,,,,,,,,,,,,,,,,
Blue TsingTao Shorts L,19137,$34.00,80.00%,$34.00,,08-31-2025,$27.20,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,
,,$928.00,$38.67,24,,Total Paid:,$592.40,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Jade Le - 029,Print List,$334.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Bruh,17796,$2.50,75.00%,$2.50,,08-01-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Protect Your Balance,17870,$3.00,75.00%,$3.00,,08-02-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bruh,17870,$2.50,75.00%,$2.50,,08-02-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,17872,$12.00,75.00%,$12.00,,08-02-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
415,17885,$2.50,75.00%,$2.50,,08-02-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,17909,$12.00,75.00%,$12.00,,08-03-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,17918,$2.50,75.00%,$2.50,,08-03-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,17918,$2.50,75.00%,$2.50,,08-03-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,17957,$3.00,75.00%,$3.00,,08-04-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Large,17966,$35.00,75.00%,$35.00,,08-04-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Small,17967,$35.00,75.00%,$35.00,,08-04-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - XS,17968,$35.00,75.00%,$35.00,,08-04-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
Grown In The Bay,17970,$2.50,75.00%,$2.50,,08-04-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hella,17970,$2.50,75.00%,$2.50,,08-04-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hella,18030,$2.50,75.00%,$2.50,,08-06-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Super Rush,18030,$3.50,75.00%,$3.50,,08-06-2025,$2.63,Stickers,,,,,,,,,,,,,,,,,,,,,,,
415,18030,$2.50,75.00%,$2.50,,08-06-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
California Poppy Love,18030,$2.50,75.00%,$2.50,,08-06-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Icy,18048,$3.00,75.00%,$3.00,,08-06-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Grown In The Bay,18125,$2.50,75.00%,$2.50,,08-07-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18141,$3.00,75.00%,$3.00,,08-08-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18141,$3.00,75.00%,$3.00,,08-08-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - XS,18145,$35.00,75.00%,$35.00,,08-08-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
Hella,18158,$2.50,75.00%,$2.50,,08-08-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Guilty Of Doin Too Much,18203,$2.50,75.00%,$2.50,,08-09-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,18289,$2.00,75.00%,$2.00,,08-11-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Respect or Expect,18317,$3.00,75.00%,$3.00,,08-11-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,18320,$2.00,75.00%,$2.00,,08-11-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18322,$3.00,75.00%,$3.00,,08-11-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,18322,$2.50,75.00%,$2.50,,08-11-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Dime Bag,18328,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
415,18328,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
415,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Ghost lemon,18351,$3.00,75.00%,$3.00,,08-12-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Stay Hyphy,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Yadadamean,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz Special,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Car,18351,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz Special,18354,$2.50,75.00%,$2.50,,08-12-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,18364,$2.00,75.00%,$2.00,,08-13-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Ride Or Die,18383,$2.50,75.00%,$2.50,,08-13-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Stay Hyphy,18396,$2.50,75.00%,$2.50,,08-14-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,18396,$2.50,75.00%,$2.50,,08-14-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Keychain,18396,$12.00,75.00%,$12.00,,08-14-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Made In The Yay - Brown Tote,18415,$15.00,75.00%,$15.00,,08-14-2025,$11.25,Bags,,,,,,,,,,,,,,,,,,,,,,,
BART Car,18426,$2.50,75.00%,$2.50,,08-14-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18436,$3.00,75.00%,$3.00,,08-15-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18437,$3.00,75.00%,$3.00,,08-15-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,18455,$2.50,75.00%,$2.50,,08-15-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,18458,$12.00,75.00%,$12.00,,08-15-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Keychain,18471,$12.00,75.00%,$12.00,,08-15-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,18514,$2.00,75.00%,$2.00,,08-16-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,18514,$2.00,75.00%,$2.00,,08-16-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Icy,18526,$3.00,75.00%,$3.00,,08-16-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18546,$3.00,75.00%,$3.00,,08-16-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Rooted,18551,$2.50,75.00%,$2.50,,08-16-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Super Rush,18570,$3.50,75.00%,$3.50,,08-16-2025,$2.63,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,18608,$2.50,75.00%,$2.50,,08-17-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,18622,$12.00,75.00%,$12.00,,08-18-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18639,$3.00,75.00%,$3.00,,08-19-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
California Poppy Love,18656,$2.50,75.00%,$2.50,,08-19-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
California Poppy Love,18656,$2.50,75.00%,$2.50,,08-19-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate Shirt - Large,18720,$35.00,75.00%,$35.00,,08-21-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate - XL,18739,$35.00,75.00%,$35.00,,08-22-2025,$26.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,18750,$2.50,75.00%,$2.50,,08-22-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Positive Vibes Only,18782,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Pin,18782,$12.00,75.00%,$12.00,,08-23-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
Hella,18788,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Icy,18788,$3.00,75.00%,$3.00,,08-23-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,18801,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,18801,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Angela Davis,18801,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Mac Dre Locket,18801,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18801,$3.00,75.00%,$3.00,,08-23-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bay Area Krazy Straw,18802,$3.00,75.00%,$3.00,,08-23-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Guilty Of Doin Too Much,18802,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Unite In Solidarity,18802,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Unite In Solidarity,18805,$2.50,75.00%,$2.50,,08-23-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket,18838,$3.00,75.00%,$3.00,,08-24-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
BART Ticket Keychain,18849,$12.00,75.00%,$12.00,,08-24-2025,$9.00,Keychains,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,18857,$2.50,75.00%,$2.50,,08-24-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
415,18916,$2.50,75.00%,$2.50,,08-25-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Respect or Expect,19031,$3.00,75.00%,$3.00,,08-30-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Reserved For Your Mom,19031,$3.00,75.00%,$3.00,,08-30-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bruh,19048,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bruh,19048,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz Special,19048,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz Special,19048,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,19054,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hyphy Wifey Ring,19054,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
SF Golden Gate,19081,$2.00,75.00%,$2.00,,08-30-2025,$1.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Protect Your Balance,19081,$3.00,75.00%,$3.00,,08-30-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Hella,19081,$2.50,75.00%,$2.50,,08-30-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Respect or Expect,19111,$3.00,75.00%,$3.00,,08-31-2025,$2.25,Stickers,,,,,,,,,,,,,,,,,,,,,,,
I'm Tryna Learn,19111,$2.50,75.00%,$2.50,,08-31-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
415,19157,$2.50,75.00%,$2.50,,08-31-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Guilty Of Doin Too Much,19157,$2.50,75.00%,$2.50,,08-31-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Thizz or Die,19157,$2.50,75.00%,$2.50,,08-31-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Bruh,19166,$2.50,75.00%,$2.50,,08-31-2025,$1.88,Stickers,,,,,,,,,,,,,,,,,,,,,,,
,,$545.50,$5.40,$101.00,,Total Paid:,$334.42,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Payout Date,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-01-2025,Annie Zhou,Jadrien Stack - 04E,Print List,$400.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
White Hollister Longsleeve,19007,$29.99,80.00%,$29.99,,08-29-2025,$23.99,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,
Grey Hollister Top,19013,$34.00,80.00%,$34.00,,08-29-2025,$27.20,Tees,,,,,,,,,,,,,,,,,,,,,,,
Brown Hollister Fur Hooded Jacket,19016,$80.00,80.00%,$80.00,,08-29-2025,$64.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
Red Black Beaded Dress,19031,$75.00,80.00%,$75.00,,08-30-2025,$60.00,Dresses,,,,,,,,,,,,,,,,,,,,,,,
Grey AOP Emo Hoodie,19044,$52.00,80.00%,$52.00,,08-30-2025,$41.60,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
White Hollister Tank,19064,$26.00,80.00%,$26.00,,08-30-2025,$20.80,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
Green DKNY Sweater,19119,$25.00,80.00%,$25.00,,08-31-2025,$20.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
Flowy Floral Silk Mesh Top,19135,$47.00,80.00%,$47.00,,08-31-2025,$37.60,Blouses,,,,,,,,,,,,,,,,,,,,,,,
Grey & Green Juicy Jacket,19138,$49.99,80.00%,$49.99,,08-31-2025,$39.99,Skirts,,,,,,,,,,,,,,,,,,,,,,,
Bling Mini Skirt,19149,$52.00,80.00%,$52.00,,08-31-2025,$41.60,Skirts,,,,,,,,,,,,,,,,,,,,,,,
Y2K Beaded Bag,19175,$30.00,80.00%,$30.00,,08-31-2025,$24.00,Bags,,,,,,,,,,,,,,,,,,,,,,,
,,$500.98,$45.54,$11.00,,Total Paid:,$400.78,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Julia Baran - 02F,Print List,$404.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
y2k pink polka dot cotton tee,17811,$25.00,75.00%,$25.00,,08-01-2025,$18.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
y2k american rag lace blousenwt deadstock,17830,$35.00,75.00%,$35.00,,08-02-2025,$26.25,Blouses,,,,,,,,,,,,,,,,,,,,,,,
y2k purple long sleeve top,17944,$19.00,75.00%,$19.00,,08-04-2025,$14.25,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,
y2k green suede jacket,18036,$48.00,75.00%,$48.00,,08-06-2025,$36.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
y2k south pole oversized tee,18053,$16.00,75.00%,$16.00,,08-06-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
y2k blue tie dye twist top,18082,$16.00,75.00%,$16.00,,08-07-2025,$12.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
90s silk zebra print blouse,18156,$32.00,75.00%,$32.00,,08-08-2025,$24.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
90s plaid pink linen short sleeve button up,18192,$32.00,75.00%,$32.00,,08-09-2025,$24.00,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
90s groovy tank - made in usa,18214,$30.00,75.00%,$30.00,,08-09-2025,$22.50,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
y2k brown polka dot babydoll cotton top,18329,$24.00,75.00%,$24.00,,08-12-2025,$18.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,
y2k frederick’s lace sequin body on dress - made in usa,18372,$34.00,75.00%,$34.00,,08-13-2025,$25.50,Dresses,,,,,,,,,,,,,,,,,,,,,,,
y2k soffe hot pink cotton long sleeve,18373,$20.00,75.00%,$20.00,,08-13-2025,$15.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,
silk water dress,18382,$30.00,75.00%,$30.00,,08-13-2025,$22.50,Dresses,,,,,,,,,,,,,,,,,,,,,,,
grey lace nightie,18414,$24.00,75.00%,$24.00,,08-14-2025,$18.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,
y2k max studio sequin dress,18573,$38.00,75.00%,$38.00,,08-16-2025,$28.50,Dresses,,,,,,,,,,,,,,,,,,,,,,,
y2k silk plaid blouse,18594,$39.00,75.00%,$39.00,,08-17-2025,$29.25,Blouses,,,,,,,,,,,,,,,,,,,,,,,
y2k silver bootcut jeans size 25,18596,$69.00,75.00%,$69.00,,08-17-2025,$51.75,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
80s pink windbreaker,18749,$39.00,75.00%,$39.00,,08-22-2025,$29.25,Jackets,,,,,,,,,,,,,,,,,,,,,,,
miss me blue embroidery bootcut jeans size 29,18874,$79.00,75.00%,$79.00,,08-24-2025,$59.25,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
y2k tan sleeveless sweater,18882,$20.00,75.00%,$20.00,,08-24-2025,$15.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,
rock revival bootcut jeans size 26,18899,$89.00,75.00%,$89.00,,08-25-2025,$66.75,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
y2k silk patterned blouse,18937,$34.00,75.00%,$34.00,,08-26-2025,$25.50,Blouses,,,,,,,,,,,,,,,,,,,,,,,
80s sheer cutout button up,19000,$38.00,75.00%,$38.00,,08-29-2025,$28.50,Button Ups,,,,,,,,,,,,,,,,,,,,,,,
y2k abercrombie blue flower tank,19065,$20.00,75.00%,$20.00,,08-30-2025,$15.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
miss me bootcut jeans size 30,19118,$89.00,75.00%,$89.00,,08-31-2025,$66.75,Jeans ,,,,,,,,,,,,,,,,,,,,,,,
,,$939.00,$37.56,$25.00,,Total Paid:,$404.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Kenza Alaoui - 01Y,Print List,$200.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Orange Raddish,17786,$32.00,75.00%,$32.00,,08-01-2025,$24.00,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Fleebane Squares,17926,$25.00,75.00%,$25.00,,08-03-2025,$18.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Charm Earrings Tier 2,17927,$22.00,75.00%,$22.00,,08-03-2025,$16.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,17970,$27.00,75.00%,$27.00,,08-04-2025,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
Starfruit FIg,18077,$35.00,75.00%,$35.00,,08-07-2025,$26.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Dragonfruit & Blood Orange Half,18131,$35.00,75.00%,$35.00,,08-08-2025,$26.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,18212,$27.00,75.00%,$27.00,,08-09-2025,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
Non-tarnish Charm Necklace Tier 2,18221,$27.00,75.00%,$27.00,,08-09-2025,$20.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
Charm Earrings Tier 2,18835,$22.00,75.00%,$22.00,,08-24-2025,$16.50,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Kiwi Earring,18929,$25.00,75.00%,$25.00,,08-26-2025,$18.75,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Dragonfruit Orange Half,18975,$35.00,75.00%,$35.00,,08-28-2025,$26.25,Earrings,,,,,,,,,,,,,,,,,,,,,,,
Tooth Fairy Necklace,19108,$55.00,75.00%,$55.00,,08-31-2025,$41.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,
,,$367.00,$30.58,$12.00,,Total Paid:,$200.25,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Kira Wanderella - 041,Print List,$163.50,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,17796,$5.00,75.00%,$5.00,,08-01-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,17885,$5.00,75.00%,$5.00,,08-02-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,18098,$5.00,75.00%,$5.00,,08-07-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,18136,$5.00,75.00%,$5.00,,08-08-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,18144,$5.00,75.00%,$5.00,,08-08-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker Sheet by @Wanderellaco,18153,$10.00,75.00%,$10.00,,08-08-2025,$7.50,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Waterproof Sticker by @wanderellaco,18162,$5.00,75.00%,$5.00,,08-08-2025,$3.75,Stickers,,,,,,,,,,,,,,,,,,,,,,,
